Date;T;DewT;rH;Phpa;vms;vmax;Tmax;Tmin;R
04/11/2009;26.9;0.2;17.6;853.5;1.8;4.1;35.4;20.5;
05/11/2009;25.6;-4.8;13.1;852.1;1.7;2.6;35.4;12.6;
06/11/2009;;;;;;;;;
07/11/2009;;;;;;;;;
08/11/2009;;;;;;;;;
09/11/2009;21;-2.7;20.2;853;2;3.6;31.4;7.7;
10/11/2009;23.4;-5.3;14.3;851.3;2.7;4.6;32.9;11.7;
11/11/2009;23.5;-2;18.3;850.2;2.2;3.6;33.2;10.8;
12/11/2009;23.1;1.2;23.7;852.1;1.9;3.6;33.2;10.4;
13/11/2009;25.3;0.9;20.3;852.8;2;3.6;35.1;12.3;
14/11/2009;27.8;-1.9;14.2;851.9;2.3;5.1;37.3;16.5;
15/11/2009;27.8;4.7;22.9;851.7;2.8;5.1;37.3;22.4;
16/11/2009;28.1;8.4;29;852.4;2.2;4.1;36.4;19.7;
17/11/2009;24.3;9.3;38.6;854.4;1;1.5;35.5;19.4;
18/11/2009;21.7;14.3;62.6;853.9;2.5;7.2;32.6;17.5;7.1
19/11/2009;24.1;3.8;26.8;852.1;2.1;4.1;31.6;15.6;7.4
20/11/2009;23.2;2.2;25.1;853.5;1.6;4.6;32.9;12.3;0
21/11/2009;24.2;4.7;28.3;855.8;1.8;4.1;33;14.3;
22/11/2009;26.4;4.4;24.3;856.4;2.1;4.1;33.1;17.8;
23/11/2009;26.7;3;21.7;856.1;2.8;5.1;33.7;18.8;
24/11/2009;27.1;5;24.3;855.6;2.5;4.6;34.5;19.8;
25/11/2009;26.8;12.2;40.3;855.8;2;4.1;34.5;19.4;1.3
26/11/2009;25.6;11.6;41.7;854.1;2.3;3.1;34.2;20;0
27/11/2009;24.7;11.1;42.3;854.1;2;3.6;33.9;18.9;0.3
28/11/2009;21.7;12.6;56;855;2.6;5.1;33.9;17.6;5.8
29/11/2009;23.7;12.3;48.7;853.9;1.5;2.6;30.1;17;
30/11/2009;;;;;;;;;
01/12/2009;28.2;2.2;18.7;852.6;2.8;4.1;34;16.8;
02/12/2009;25.9;-1.1;16.9;852.7;3;4.6;34.3;16.2;
03/12/2009;26.8;-2.7;14.3;853.3;1.8;3.1;35.3;17.7;
04/12/2009;27.9;-2.7;13.4;854.1;2.5;4.6;36.4;17.6;
05/12/2009;26.9;6.9;28.2;852.9;2.4;5.1;37.3;18.2;6.1
06/12/2009;23.5;13.3;52.9;853.3;2.6;5.1;37.3;19;0.3
07/12/2009;24.9;13.4;49;852.9;1.4;2.6;33.4;17.5;0.3
08/12/2009;26.3;7.3;29.9;853;1.7;3.6;35.5;16.7;
09/12/2009;26.9;3.3;21.8;853.4;1.4;3.6;35.5;15.6;
10/12/2009;;;;;;;;;
11/12/2009;;;;;;;;;
12/12/2009;;;;;;;;;
13/12/2009;;;;;;;;;
14/12/2009;28.1;10.2;32.6;853.7;2.1;3.6;36;19.5;5.1
15/12/2009;29.2;11.7;33.8;854.4;2.3;3.1;34.4;20.2;1.5
16/12/2009;27.9;10.3;33.3;854;1.6;3.1;36.9;19.3;
17/12/2009;28.2;7.1;26.5;853.5;1.9;4.1;37.4;17.1;
18/12/2009;28.7;4.8;21.9;853.2;1.5;4.1;37.4;18.8;
19/12/2009;32;0.2;13.1;852.6;2;5.1;38.2;17.6;
20/12/2009;28.2;7.4;26.9;854.6;1.9;3.1;38.2;21.5;1
21/12/2009;25.3;12.8;45.8;856.3;1.9;4.1;35.1;20.4;1.5
22/12/2009;25.3;8.9;35.5;856.3;1.2;3.6;35.1;16.4;0.3
23/12/2009;30.5;3.3;17.8;852.7;1.5;2.1;36.3;19.6;0
24/12/2009;28.2;8.3;28.6;852.1;2.2;4.1;36.8;22.4;0.8
25/12/2009;24.8;14.2;51.7;853.9;1.9;3.1;36.8;19;4.6
26/12/2009;26.4;13.6;45.3;853;1.2;3.1;33.5;18.9;
27/12/2009;28.6;8.2;27.7;853.6;2.7;3.6;34.2;17.1;
28/12/2009;26.1;12.3;42.4;853.1;2;3.1;34.2;20.4;
29/12/2009;25.1;14.3;51;853;1.4;2.1;33;19;0.8
30/12/2009;23.4;14.6;57.6;853.9;1.9;3.1;32;18.5;7.6
31/12/2009;20.5;16;75.4;854.7;2;2.6;31.4;17.3;9.9
01/01/2010;;;;;;;;;
02/01/2010;21.7;18.1;80;853.1;1.8;3.6;28.2;19.9;
03/01/2010;22.6;16.2;67.4;853.3;1.3;2.1;27.7;18.4;
04/01/2010;23.6;15;58.7;853.3;2.4;4.6;32.6;17;1.5
05/01/2010;22.3;16.8;71.1;854.5;2.1;3.6;32.6;18.4;2.8
06/01/2010;23.5;16.8;66;853.9;1.6;3.1;30.2;18.7;1
07/01/2010;24.8;15.3;55.5;853.3;2.4;4.1;30.7;19.1;
08/01/2010;25.5;15.6;54.3;852.4;1.7;4.1;31.8;19.6;
09/01/2010;22.2;16.9;71.8;852.6;1.8;2.6;31.8;17.6;6.6
10/01/2010;24.6;15.3;56.3;852.4;1.2;1.5;31.6;19.2;0.3
11/01/2010;26.6;14.2;46.5;852.4;2.2;3.6;32.5;17.9;0
12/01/2010;26;16.8;56.8;853.1;2.7;4.6;30.9;20.1;
13/01/2010;21.3;17.3;77.7;855;2.2;5.7;30.9;18.2;8.6
14/01/2010;22.1;16.8;72;856.1;2.6;3.6;30.5;18.2;11.9
15/01/2010;23.6;16.2;63.2;855.8;1.3;3.6;30.9;17.7;12.7
16/01/2010;23.9;16.2;61.8;856.8;1.9;4.6;31.2;18.9;0
17/01/2010;23.6;15;58.5;856.5;2.5;5.1;31.2;19.3;
18/01/2010;22.2;17.1;72.6;855.5;1;1.5;30.2;19.1;3.6
19/01/2010;21.8;17.3;75.6;853.4;0.6;1.5;30.2;16.9;31
20/01/2010;20.9;16.3;75.2;853.5;1.6;2.6;28.2;17.6;0.5
21/01/2010;20.3;17.3;82.9;853.1;0.6;2.1;28.2;17.4;10.7
22/01/2010;21.7;12.8;57.2;852.9;2.9;4.6;29.1;15.1;
23/01/2010;24.1;12.3;47.7;852.8;3;3.6;30.5;14.9;
24/01/2010;22.7;12.4;52.3;852.3;2.2;4.1;30.5;15.9;
25/01/2010;23.3;9.2;40.8;852.8;1.3;3.1;30.6;15.5;
26/01/2010;23.9;8.2;36.6;854;1.6;3.6;32.5;14.9;
27/01/2010;24.6;4.3;26.8;854.3;1.7;3.1;33.1;14.8;
28/01/2010;24.2;7.9;35.4;852.9;1.5;2.1;33.9;15;
29/01/2010;24.6;10.9;42.1;851.5;1.8;4.1;33.9;16.9;
30/01/2010;;;;;;;;;
31/01/2010;;;;;;;;;
01/02/2010;28.8;-0.6;14.8;853.8;2.3;3.1;34.5;21;
02/02/2010;25.3;0.8;20.1;853;1.5;3.6;35;12.2;
03/02/2010;26.1;-3.4;14.1;853.4;2;3.6;33.2;12.4;
04/02/2010;24.1;-0.4;19.7;853.8;1.7;3.6;34.8;10.4;
05/02/2010;25.4;-0.3;18.4;853.1;1.9;3.1;35.3;14;
06/02/2010;24.3;8.4;36.3;852.7;1.7;3.6;35.3;14.6;
07/02/2010;23.4;15.6;61.5;853.6;1.9;4.1;31.4;17.2;0.8
08/02/2010;21.9;17.9;78.1;854.3;3.2;5.7;31.4;19.4;2.3
09/02/2010;26.6;15;49.1;855;3.3;5.7;31.7;19;0.3
10/02/2010;25.4;9.6;36.9;855.3;3;5.7;33;17.8;
11/02/2010;;;;;;;;;
12/02/2010;;;;;;;;;
13/02/2010;;;;;;;;;
14/02/2010;;;;;;;;;
15/02/2010;;;;;;;;;
16/02/2010;;;;;;;;;
17/02/2010;;;;;;;;;
18/02/2010;;;;;;;;;
19/02/2010;;;;;;;;;
20/02/2010;;;;;;;;;
21/02/2010;;;;;;;;;
22/02/2010;;;;;;;;;
23/02/2010;;;;;;;;;
24/02/2010;;;;;;;;;
25/02/2010;;;;;;;;;
26/02/2010;;;;;;;;;
27/02/2010;;;;;;;;;
28/02/2010;;;;;;;;;
01/03/2010;23.5;18.2;72.3;854.9;1.7;2.6;28.7;19.2;1
02/03/2010;24.8;16.6;60.1;855.1;2.4;4.1;30.4;20.2;
03/03/2010;26.3;13.7;45.9;854.9;2.4;4.6;31.5;18.9;
04/03/2010;23.8;14.2;55.1;855.1;2.9;5.1;31.5;18;
05/03/2010;23;14.5;58.8;855.5;3.3;5.1;29.8;17.8;
06/03/2010;22.8;14.9;61.1;855.9;4.5;7.7;28.8;17.6;
07/03/2010;24.3;11.9;45.8;856.7;4.8;7.7;30.1;18.7;
08/03/2010;23.8;9.4;40;856.7;3;6.2;28.7;15.8;0.8
09/03/2010;23.9;9.1;38.9;855.4;1.8;3.6;31.8;17;
10/03/2010;21.5;14.5;64.4;855.9;2;4.6;31.9;17.5;22.4
11/03/2010;23.5;15.2;59.7;855.9;1.5;2.6;31.9;17.5;2.3
12/03/2010;25.4;13.3;46.9;856.6;1.6;3.1;31.7;18.5;0.3
13/03/2010;25.5;12.8;45.2;855.7;1.4;2.1;33.6;18;
14/03/2010;25.8;10.9;39.3;853.8;1.4;3.1;34.5;15.5;
15/03/2010;25;13.4;48.5;854.5;2.1;3.1;34.5;19.2;
16/03/2010;24.6;13.7;50.6;855;1.2;2.1;32.6;18;0.3
17/03/2010;23.6;14.9;58.3;854.2;1.1;2.1;32.6;16.7;9.4
18/03/2010;26.3;10.1;36;854.6;1.7;3.1;32.8;14.9;
19/03/2010;23.9;13.2;51.1;855.7;1.5;4.6;32.8;18.5;0.3
20/03/2010;25.8;13.2;45.5;855;1.5;2.6;31.7;17.1;0.3
21/03/2010;24.1;11.7;45.8;855.4;1.7;5.1;32.3;16.5;
22/03/2010;22.8;14.3;58.7;854.9;1.8;4.1;32.3;18.6;0.5
23/03/2010;21.2;15.1;68.1;853.4;1.5;3.6;30;18.5;1.8
24/03/2010;22.7;15;61.7;852;2.1;3.1;30.5;17.7;
25/03/2010;;;;;;;;;
26/03/2010;22;16.5;71;856.1;0.7;1.5;25.4;17.2;0.5
27/03/2010;22.4;14.2;59.7;856.1;1;2.1;30.8;16.1;
28/03/2010;21.2;15.8;71.1;856.1;1.1;1.5;30.8;15.5;25.7
29/03/2010;19.2;16.7;85.2;857.7;2;2.6;30.2;16.9;2.3
30/03/2010;;;;;;;;;
31/03/2010;;;;;;;;;
01/04/2010;;;;;;;;;
02/04/2010;;;;;;;;;
03/04/2010;;;;;;;;;
04/04/2010;;;;;;;;;
05/04/2010;;;;;;;;;
06/04/2010;21.1;15.2;69.1;854.5;1.4;2.6;29.8;16.3;
07/04/2010;22.9;10.8;46.4;853.8;1.7;4.6;30.6;14.7;
08/04/2010;21.3;15.6;69.9;855.9;2.2;4.6;30.6;17.7;
09/04/2010;19.9;14.9;72.9;857.5;1.2;3.6;28.8;15.1;
10/04/2010;22.8;12.1;50.6;856.8;1.7;3.1;31.2;14.7;0.3
11/04/2010;22.6;12.4;52.8;856.3;3.2;5.7;31.2;16.9;
12/04/2010;22.4;15.4;64.4;858.5;3.4;5.1;29.6;19.2;
13/04/2010;21.7;14;61.7;858.2;2.5;5.1;28.7;16.3;
14/04/2010;21.4;7.9;41.8;856.9;2.1;3.1;28.8;14.3;
15/04/2010;20.9;10.2;50.3;856.1;0.9;1.5;29;14.8;
16/04/2010;20.7;12.1;57.6;856;1;2.1;30.2;13.5;0.3
17/04/2010;21.7;13;57.6;855.5;1;2.1;30.2;14.8;
18/04/2010;19.7;12.1;61.5;854.8;1;3.1;30.1;15.1;
19/04/2010;;;;;;;;;
20/04/2010;15.1;2.2;41.8;856;1;2.6;29;6.4;
21/04/2010;17.7;5.9;46.1;855.3;1;2.6;29.2;9.2;
22/04/2010;21.3;8;42.4;854;1.7;3.6;30.1;11;
23/04/2010;20.1;3.1;32.5;855;1.4;3.6;30.1;8.7;
24/04/2010;19.9;6.8;42.4;855.6;1.5;3.6;29.7;10.1;
25/04/2010;23.8;13.9;54.1;854.8;2.1;3.1;29;11.6;
26/04/2010;21.1;14.1;64.3;855.1;1.9;4.1;29;15.7;
27/04/2010;20.1;8.4;46.8;855.7;1.3;3.6;29.3;9.2;
28/04/2010;21.7;14.3;62.8;856.9;2.2;3.6;29.8;14.6;0.5
29/04/2010;;;;;;;;;
30/04/2010;24.6;10.9;42.4;857.3;2.3;3.1;29.8;16.1;
01/05/2010;21.1;10.9;52.4;857.4;1.7;2.6;29.8;15.6;
02/05/2010;20.1;11.9;59.4;856.5;1.9;3.1;29.8;14.3;0.5
03/05/2010;20.1;8.9;48.6;855;1.3;3.1;28.5;11.8;0.5
04/05/2010;18.1;3.1;36.8;854.1;1.6;3.6;28.5;8.6;0
05/05/2010;17.1;2;36.3;855.2;1.5;2.6;27.6;5.8;
06/05/2010;22;0.6;24.1;855.4;1.3;2.6;28.9;6.1;
07/05/2010;19.2;3.1;34.3;855.4;1;3.1;30.6;8.1;
08/05/2010;20.9;8.9;46.3;856.4;1.8;3.6;30.6;10.7;
09/05/2010;21;12.6;58.5;857;1.2;2.6;30.2;16.1;
10/05/2010;20.2;8.6;47.2;855.9;1.8;4.1;29;13.8;2.3
11/05/2010;17.5;-1.3;27.8;855.4;1.4;3.1;29.2;6;0
12/05/2010;20.6;1.6;28.2;856.7;1.5;2.6;30.8;6.3;
13/05/2010;21.2;4.4;33.3;857.6;1.3;4.1;30.8;12.6;
14/05/2010;20.2;5.8;39.1;857.5;1.1;2.6;30.1;14.5;
15/05/2010;21;6.8;39.7;857.8;2.3;3.6;29.4;14;
16/05/2010;18.8;7.3;47.3;859.9;3.3;4.6;29.1;13.1;
17/05/2010;19.9;7.7;45.4;859.2;2.9;5.1;26.7;13.4;
18/05/2010;18.7;4;37.7;858.3;2.7;4.6;26.5;10.5;
19/05/2010;17.3;2.2;36.2;857.6;2.6;3.6;25.9;11.2;
20/05/2010;17;1.4;35;858.1;2.8;4.6;25.9;9.6;
21/05/2010;16.2;5.3;48.3;858.4;2.5;3.1;25;10.8;
22/05/2010;18.1;4.9;41.8;858.2;2.5;4.6;26.6;9.3;
23/05/2010;19.8;5.3;38.6;857.8;2.6;3.6;27;12.2;
24/05/2010;20.7;3.1;31.4;857.4;2.2;4.1;27;13.2;
25/05/2010;18.7;3.4;36.2;857;1.8;3.6;27.5;11.5;
26/05/2010;17.2;3.1;39;856.6;1;2.1;27.7;8;
27/05/2010;17.8;2.8;36.8;855.5;1.5;3.6;27.7;8.1;
28/05/2010;17.6;2.1;35.2;855.1;1.3;3.6;26.7;7.1;
29/05/2010;16.3;1.4;36.6;856.4;1.4;2.6;26.8;7.9;
30/05/2010;;;;;;;;;
31/05/2010;20.3;7.3;42.8;858.5;2.3;4.6;28.4;13.4;
01/06/2010;18.3;6.4;45.8;860.7;3.3;5.1;28.4;12.6;
02/06/2010;17.1;1.9;35.9;861.4;2.8;4.6;25.2;9.6;
03/06/2010;16.7;1;34.6;860.7;1.8;3.1;26;8.4;
04/06/2010;18.3;0.4;30;860.6;1;2.1;27.4;5.1;
05/06/2010;18.4;-0.3;28.4;861.1;2;3.6;28.5;7;
06/06/2010;18.9;-0.4;27.3;860.6;2.5;4.6;28.5;10.5;
07/06/2010;18.6;-1.7;25.3;859.2;1.5;3.6;29.2;7.2;
08/06/2010;20.2;-2.1;22.2;858.4;0.9;1.5;29.2;5.4;
09/06/2010;17.7;-3.2;24;857.2;0.9;3.1;27.2;4.5;
10/06/2010;17.9;-2.6;24.6;856.7;1.1;3.1;27.2;4.4;
11/06/2010;20.4;-3.1;20.3;856.4;2.6;4.1;27.3;5.3;
12/06/2010;;;;;;;;;
13/06/2010;;;;;;;;;
14/06/2010;18.4;-8.8;14.8;857.4;2.1;3.6;27.8;3.1;
15/06/2010;11.9;-10.5;19.8;858.3;1.9;3.6;26.7;1.3;
16/06/2010;;;;;;;;;
17/06/2010;;;;;;;;;
18/06/2010;;;;;;;;;
19/06/2010;;;;;;;;;
20/06/2010;;;;;;;;;
21/06/2010;;;;;;;;;
22/06/2010;;;;;;;;;
23/06/2010;;;;;;;;;
24/06/2010;;;;;;;;;
25/06/2010;;;;;;;;;
26/06/2010;;;;;;;;;
27/06/2010;;;;;;;;;
28/06/2010;;;;;;;;;
29/06/2010;;;;;;;;;
30/06/2010;;;;;;;;;
01/07/2010;;;;;;;;;
02/07/2010;;;;;;;;;
03/07/2010;;;;;;;;;
04/07/2010;;;;;;;;;
05/07/2010;;;;;;;;;
06/07/2010;;;;;;;;;
07/07/2010;;;;;;;;;
08/07/2010;;;;;;;;;
09/07/2010;;;;;;;;;
10/07/2010;;;;;;;;;
11/07/2010;;;;;;;;;
12/07/2010;;;;;;;;;
13/07/2010;;;;;;;;;
14/07/2010;;;;;;;;;
15/07/2010;;;;;;;;;
16/07/2010;20.5;-8.7;13.2;858.4;2.2;2.6;25.3;5.7;
17/07/2010;14.9;-18.6;8.4;859.2;3.5;4.1;25.3;5.2;
18/07/2010;17.1;-13.7;11;860.7;2.3;4.6;25.8;0.5;
19/07/2010;17.1;-8.2;17;860.7;2.5;4.6;25.8;8.6;
20/07/2010;18;-5.2;20.2;860;2.4;3.6;25.5;9.7;
21/07/2010;18.2;-7.4;16.8;859.2;2.9;4.1;24.9;9.3;
22/07/2010;18.7;-5.2;19.3;859.9;1.5;3.1;23.9;8.8;
23/07/2010;18.3;-2.5;24.3;858.7;1.1;2.1;25;6.5;
24/07/2010;18.1;-2.1;25.4;858.1;1.1;3.6;26.7;7.2;
25/07/2010;21.4;-1.4;21.6;857.8;1.2;2.6;27.4;14.6;
26/07/2010;;;;;;;;;
27/07/2010;18.3;-2.8;23.7;860.1;2.5;3.6;27.2;13.8;
28/07/2010;16.9;-2.8;25.8;860.5;3.2;6.2;26.6;10.8;
29/07/2010;18.3;-3.3;22.8;858.6;2.2;3.6;25.1;11;
30/07/2010;19.9;-3.4;20.5;856.9;2.6;5.1;26.3;11.1;
31/07/2010;18.8;-3.4;22;857.1;2.4;3.6;27;12.2;
01/08/2010;18.1;-2.8;24;858.5;2.4;3.6;27;10.2;
02/08/2010;17.5;0;30.6;860.1;2.8;5.7;26.5;11.5;
03/08/2010;16.9;-0.7;30.2;860.1;2.8;5.1;24.9;9.9;
04/08/2010;17.9;-1.6;26.5;858.3;2.3;5.1;26.9;10.1;
05/08/2010;19.4;-0.6;25.9;857.5;1.5;2.6;29.2;12;
06/08/2010;22.7;-0.6;21.3;858.5;1.9;3.1;31;12.3;
07/08/2010;21.6;-1.2;21.8;859.2;2.8;4.6;31;14.4;
08/08/2010;21.6;-2.6;19.7;858.6;1.5;2.6;31.3;11.2;
09/08/2010;23.1;-5.5;14.4;858.5;2.8;3.6;28.1;10;
10/08/2010;16.1;-12;13.4;861.8;3.7;5.1;28.1;8.1;
11/08/2010;15.6;-13.1;12.7;863.2;3.1;5.7;26.3;-0.4;
12/08/2010;17.7;-0.4;29.3;863.1;4;5.1;26.3;8.9;
13/08/2010;16;-4.7;23.8;862.6;2.9;4.6;25;8.7;
14/08/2010;17;-7.7;17.7;861.2;3.5;5.7;25.5;7.3;
15/08/2010;20;-10.4;11.9;859.5;3;5.1;27.9;6.9;
16/08/2010;17.6;-11.2;13;859.1;2.1;4.1;29.5;10.7;
17/08/2010;18.1;-11.4;12.4;858;1.2;3.1;29.9;5.5;
18/08/2010;21.1;-8.6;12.9;856.4;2.1;3.6;30.2;13.1;
19/08/2010;21.1;-10.3;11.2;856.1;1;2.6;30.9;6.8;
20/08/2010;19.4;-10.8;11.9;857;0.6;1.5;32.2;6.9;
21/08/2010;21.3;-10.7;10.7;856.8;1.7;3.1;32.2;6.3;
22/08/2010;22.2;-7.9;12.7;856.2;2.1;4.1;31.2;7.1;
23/08/2010;23.3;-8.8;11.1;856.4;1.9;2.6;30.7;7.5;
24/08/2010;22.4;-6.8;13.5;857.1;1.5;3.1;31.3;12;
25/08/2010;22;-7.8;12.9;857.4;1.4;3.1;31.5;9.6;
26/08/2010;;;;;;;;;
27/08/2010;24.2;-5.9;13.1;855.7;1.9;3.1;30.9;10.5;
28/08/2010;21.3;-5.4;16.2;855.8;1.5;4.1;31.4;10.5;
29/08/2010;24.6;-7.2;11.6;856.6;3;5.1;31.4;13.8;
30/08/2010;21.9;-6.7;14.1;856.7;2.3;5.7;31.1;15.9;
31/08/2010;21.5;-7.9;13.2;856.2;1.4;2.6;31.6;9.8;
01/09/2010;24.4;-6.6;12.3;856.9;2.6;3.1;31.9;11;
02/09/2010;21.7;-8.2;12.8;857.6;1.1;2.6;32;9.2;
03/09/2010;22.6;-6.6;13.7;856.6;1.5;4.6;32;10.3;
04/09/2010;25.9;-4.9;12.8;855.5;2.5;3.1;32.9;13.3;
05/09/2010;27.6;-5.5;11;855.6;2.9;4.1;34.2;18.6;
06/09/2010;28.9;-3.9;11.5;856.8;2.1;3.6;34.3;14;
07/09/2010;;;;;;;;;
08/09/2010;;;;;;;;;
09/09/2010;;;;;;;;;
10/09/2010;26.2;-1.7;16;855.3;2.2;2.6;30.7;15.5;
11/09/2010;24.9;-2.9;15.6;857.1;3.2;5.1;32.5;16.6;
12/09/2010;24.4;-0.6;19.2;858.8;3.8;5.7;32.5;17.5;
13/09/2010;22.7;-2.3;18.8;857.8;3.1;4.6;30.8;16.1;
14/09/2010;25.3;-1.6;16.8;855.7;2.2;3.1;32.4;17.6;
15/09/2010;24.4;-0.2;19.7;854;1.1;2.1;33.2;14.1;
16/09/2010;25.4;-1.7;16.6;853.7;1.8;2.6;34.3;13.3;
17/09/2010;25.8;-1.4;16.6;854.6;1.8;4.1;35.3;16.9;
18/09/2010;25.6;0.6;19.5;853.9;1.7;3.1;35.3;15.8;
19/09/2010;22.2;-0.8;21.6;852.9;1.7;4.1;34.7;12.2;
20/09/2010;17.7;-6.3;18.8;852.5;2.2;4.6;32.8;9.6;
21/09/2010;16.2;-15.4;10.1;853.2;1.6;3.1;29;-0.2;
22/09/2010;24;-15.8;6;855.4;2.4;4.1;32.9;7.4;
23/09/2010;23.7;-12.9;7.8;855.9;1.8;3.1;34.7;10;
24/09/2010;25.1;-9;9.7;855.1;2.8;5.7;34.8;12.9;
25/09/2010;25.6;-5.3;12.5;854.3;1.8;4.1;35.2;13.6;
26/09/2010;24;-2.3;17.4;855.1;1.3;2.6;35.2;14.6;
27/09/2010;23.8;-6.2;13.1;856;3.4;5.1;34.9;17.9;
28/09/2010;24.9;-5.7;12.7;855.7;3;4.6;33.2;17.3;
29/09/2010;27;1.8;19.6;855.8;2.9;4.1;34.3;20.4;0.8
30/09/2010;26.1;3.8;23.7;856.5;3.5;6.2;34.3;20.2;1
01/10/2010;27.1;2.2;19.9;854.9;2.1;3.6;34.5;17.4;0
02/10/2010;27.1;0.8;18;853.9;1.2;2.6;34.8;19.3;
03/10/2010;;;;;;;;;
04/10/2010;28.9;-2;13.3;853.5;2.3;4.1;36.8;18;
05/10/2010;29.4;-2;12.9;854.2;3.3;6.7;36.8;21.9;
06/10/2010;28.9;-2.4;12.8;855.1;2.3;4.1;36.8;17.2;
07/10/2010;29.2;-2.3;12.8;856.6;1.5;3.1;37;16.2;
08/10/2010;27.7;-3.1;13.1;856.5;1.3;3.1;37;16;
09/10/2010;28.4;-3.8;11.9;854.8;1.6;3.6;37.7;16.4;
10/10/2010;27.1;-9.1;8.6;854;2.6;4.6;37.7;16.1;
11/10/2010;26.3;-10.6;8;853.6;2.6;4.6;36.1;19.4;
12/10/2010;27.4;-7.4;9.6;853.5;2.2;3.1;36.2;18.2;
13/10/2010;24.4;-8.6;10.5;854.4;2.3;4.6;36.2;15.6;
14/10/2010;22.1;-11.4;9.7;853.8;2.2;3.1;33.6;12.3;
15/10/2010;21.2;-14.7;7.8;853.9;1.9;3.6;33.8;8.9;
16/10/2010;24;-10.9;9;854.3;2.5;4.6;34.5;14.4;
17/10/2010;25.6;-11;8.1;854.9;1.6;3.1;35.3;11.8;
18/10/2010;25.9;-8.4;9.7;854.4;2.3;3.6;36.4;13.4;
19/10/2010;28.1;-7.3;9.4;853;2.2;3.1;36.4;17.5;
20/10/2010;27.3;-8;9.3;852.7;1.6;3.6;36.3;17.4;
21/10/2010;27.1;-2.9;13.8;852.2;2.7;3.6;36.3;18.2;
22/10/2010;25.2;0.9;20.4;852.8;2.9;4.1;36.1;18.6;
23/10/2010;23.6;-0.8;19.8;852.5;1.8;4.1;32.4;14.3;
24/10/2010;23.1;-8.1;11.9;852.6;2.1;4.1;32.4;10.7;
25/10/2010;23.7;-13.2;7.6;853;1.9;4.6;33.7;11.7;
26/10/2010;26.1;-10.4;8.3;853.6;1.8;3.1;35.2;13.4;
27/10/2010;26.9;-7.9;9.5;854;2.1;3.6;35.4;19.1;
28/10/2010;24.6;-6.9;11.8;853.1;1.9;3.1;35.4;14.6;
29/10/2010;32.6;-3.4;9.7;852.4;2.3;3.6;37.9;19.7;
30/10/2010;27.1;1.7;19.2;853.8;1.7;3.6;37.9;17;
31/10/2010;29.9;-3.1;11.6;855.1;1.7;3.1;37.3;18;
01/11/2010;27.1;-5.6;11.3;852.4;1.7;3.6;37.6;14;
02/11/2010;25.7;-3.7;14.1;850.3;2.6;5.1;37.6;14.7;
03/11/2010;26.2;-6.1;11.5;850.5;2.3;3.6;36.2;14.1;
04/11/2010;24.2;-1.2;18.6;851.9;2.4;4.1;34.2;13.3;
05/11/2010;24.3;-3.6;15.5;852.5;2.2;4.1;33.4;12.7;
06/11/2010;26.6;-3.9;13.2;853.1;2.1;3.6;36.5;12.5;
07/11/2010;28.6;-3.4;12.2;852.2;2.6;4.6;37.5;15.5;
08/11/2010;25.3;-3.2;15;850.5;2.4;4.1;37.5;14.4;
09/11/2010;22;-6.6;14.1;852.3;2.6;4.1;34.7;10.7;
10/11/2010;22.3;-10.8;10;854.9;2;4.6;34.4;9;
11/11/2010;25.1;-5.6;12.7;853.5;1.6;3.1;36.4;10.1;
12/11/2010;25.9;0.6;19;850.9;1.3;2.6;36.9;14.6;0.5
13/11/2010;24.8;7.4;32.9;851.3;1.9;5.1;36.9;15.7;
14/11/2010;23.3;11.9;48.6;854.4;2.3;3.1;34;19.6;
15/11/2010;20.3;16;76.4;857.3;2.1;3.6;32.6;17.5;2.5
16/11/2010;21.5;14.8;65.6;856.5;2.3;4.1;27.4;17.8;4.3
17/11/2010;20.6;15.4;72.3;853.6;1.8;3.1;28.5;17;13.7
18/11/2010;22.8;12.7;52.7;852.2;1.4;2.1;29.5;16.9;4.1
19/11/2010;24.2;8.9;37.8;853.9;1.6;3.1;32.2;15.2;
20/11/2010;24.2;10.8;42.8;853.6;1.7;3.6;33.7;16.8;
21/11/2010;25.3;2.9;23.5;851.9;2.2;3.6;33.7;16.7;
22/11/2010;24.3;7.6;34.3;850.8;1.9;4.6;33.2;17.7;
23/11/2010;25.9;11.4;40.2;851.5;1.9;3.1;33;18.3;3.3
24/11/2010;24.9;11.9;44.4;852.7;1.5;2.6;33;17.1;
25/11/2010;23.1;13.8;55.7;854;1.9;3.1;31.1;20.1;
26/11/2010;23.5;14.9;58.5;853.7;1.6;3.6;30.3;18.9;
27/11/2010;22.7;14.8;61.1;854.9;1.2;2.1;30.6;17.9;
28/11/2010;23.7;12.9;50.9;854.2;1.2;2.6;30.6;19.8;
29/11/2010;25.4;14.3;50.2;853.4;2;3.1;32.2;20.6;
30/11/2010;27.2;14;44.3;851.8;2;2.6;32.3;18.4;0.3
01/12/2010;24.9;12.7;46.7;850.2;2.4;5.7;33.7;17.7;
02/12/2010;23.2;13.7;55.3;850.6;1.8;5.1;33.7;19.4;
03/12/2010;;;;;;;;;
04/12/2010;25.2;1.9;21.8;852;2.1;3.6;33.8;13.6;
05/12/2010;26.1;3.2;22.8;852.2;1.9;3.1;35.4;16.6;
06/12/2010;24.6;9.4;38.2;851.7;2.9;4.6;35.4;17.8;3.1
